# Team 0: AllInAgent, Team 1: PlayerAgent
hand_number,street,active_team,team_0_bankroll,team_1_bankroll,action_type,action_amount,team_0_cards,team_1_cards,board_cards,team_0_discarded,team_1_discarded,team_0_bet,team_1_bet
34,Turn,0,-1070,1070,CHECK,0,"['Ad', '3s']","['Ah', '5h']","['9d', 'As', '8d', '7d']",,,100,100
34,Turn,1,-1070,1070,CHECK,0,"['Ad', '3s']","['Ah', '5h']","['9d', 'As', '8d', '7d']",,,100,100
34,River,0,-1070,1070,CHECK,0,"['Ad', '3s']","['Ah', '5h']","['9d', 'As', '8d', '7d', '8s']",,,100,100
34,River,1,-1070,1070,CHECK,0,"['Ad', '3s']","['Ah', '5h']","['9d', 'As', '8d', '7d', '8s']",,,100,100
35,Pre-Flop,1,-1070,1070,CALL,0,"['Ad', '4h']","['8d', 'As']","['7s', '6s']",,,1,1
35,Pre-Flop,0,-1070,1070,RAISE,98,"['Ad', '4h']","['8d', 'As']","['7s', '6s']",,,2,2
35,Pre-Flop,1,-1070,1070,CALL,0,"['Ad', '4h']","['8d', 'As']","['7s', '6s']",,,2,2
35,Flop,1,-1070,1070,CHECK,0,"['Ad', '4h']","['8d', 'As']","['7s', '6s', '2h']",,,100,100
35,Flop,0,-1070,1070,CHECK,0,"['Ad', '4h']","['8d', 'As']","['7s', '6s', '2h']",,,100,100
35,Turn,1,-1070,1070,CHECK,0,"['Ad', '4h']","['8d', 'As']","['7s', '6s', '2h', '5s']",,,100,100
35,Turn,0,-1070,1070,CHECK,0,"['Ad', '4h']","['8d', 'As']","['7s', '6s', '2h', '5s']",,,100,100
35,River,1,-1070,1070,CHECK,0,"['Ad', '4h']","['8d', 'As']","['7s', '6s', '2h', '5s', '3s']",,,100,100
35,River,0,-1070,1070,CHECK,0,"['Ad', '4h']","['8d', 'As']","['7s', '6s', '2h', '5s', '3s']",,,100,100
36,Pre-Flop,0,-1170,1170,RAISE,98,"['Ah', '3s']","['7d', '6d']","['3d', '8h']",,,1,1
36,Pre-Flop,1,-1170,1170,CALL,0,"['Ah', '3s']","['7d', '6d']","['3d', '8h']",,,2,2
36,Flop,0,-1170,1170,CHECK,0,"['Ah', '3s']","['7d', '6d']","['3d', '8h', '5h']",,,100,100
36,Flop,1,-1170,1170,CHECK,0,"['Ah', '3s']","['7d', '6d']","['3d', '8h', '5h']",,,100,100
36,Turn,0,-1170,1170,CHECK,0,"['Ah', '3s']","['7d', '6d']","['3d', '8h', '5h', '6h']",,,100,100
36,Turn,1,-1170,1170,CHECK,0,"['Ah', '3s']","['7d', '6d']","['3d', '8h', '5h', '6h']",,,100,100
36,River,0,-1170,1170,CHECK,0,"['Ah', '3s']","['7d', '6d']","['3d', '8h', '5h', '6h', '7h']",,,100,100
36,River,1,-1170,1170,CHECK,0,"['Ah', '3s']","['7d', '6d']","['3d', '8h', '5h', '6h', '7h']",,,100,100
37,Pre-Flop,1,-1070,1070,CALL,0,"['6d', '5h']","['6s', '6h']","['3d', 'Ad']",,,1,1
37,Pre-Flop,0,-1070,1070,RAISE,98,"['6d', '5h']","['6s', '6h']","['3d', 'Ad']",,,2,2
37,Pre-Flop,1,-1070,1070,CALL,0,"['6d', '5h']","['6s', '6h']","['3d', 'Ad']",,,2,2
37,Flop,1,-1070,1070,CHECK,0,"['6d', '5h']","['6s', '6h']","['3d', 'Ad', '4h']",,,100,100
37,Flop,0,-1070,1070,CHECK,0,"['6d', '5h']","['6s', '6h']","['3d', 'Ad', '4h']",,,100,100
37,Turn,1,-1070,1070,CHECK,0,"['6d', '5h']","['6s', '6h']","['3d', 'Ad', '4h', '3s']",,,100,100
37,Turn,0,-1070,1070,CHECK,0,"['6d', '5h']","['6s', '6h']","['3d', 'Ad', '4h', '3s']",,,100,100
37,River,1,-1070,1070,CHECK,0,"['6d', '5h']","['6s', '6h']","['3d', 'Ad', '4h', '3s', '9s']",,,100,100
37,River,0,-1070,1070,CHECK,0,"['6d', '5h']","['6s', '6h']","['3d', 'Ad', '4h', '3s', '9s']",,,100,100
38,Pre-Flop,0,-1170,1170,RAISE,98,"['As', '8h']","['2s', '2d']","['6h', '4d']",,,1,1
38,Pre-Flop,1,-1170,1170,DISCARD,0,"['As', '8h']","['2s', '2d']","['6h', '4d']",,,2,2
38,Pre-Flop,1,-1170,1170,FOLD,0,"['As', '8h']","['2s', 'Ah']","['6h', '4d']",,2d,2,2
39,Pre-Flop,1,-1168,1168,CALL,0,"['5s', 'Ah']","['7h', '4s']","['8s', '8h']",,,1,1
39,Pre-Flop,0,-1168,1168,RAISE,98,"['5s', 'Ah']","['7h', '4s']","['8s', '8h']",,,2,2
39,Pre-Flop,1,-1168,1168,DISCARD,0,"['5s', 'Ah']","['7h', '4s']","['8s', '8h']",,,2,2
39,Pre-Flop,1,-1168,1168,CALL,0,"['5s', 'Ah']","['7h', '5h']","['8s', '8h']",,4s,2,2
39,Flop,1,-1168,1168,CHECK,0,"['5s', 'Ah']","['7h', '5h']","['8s', '8h', '2d']",,4s,100,100
39,Flop,0,-1168,1168,CHECK,0,"['5s', 'Ah']","['7h', '5h']","['8s', '8h', '2d']",,4s,100,100
39,Turn,1,-1168,1168,CHECK,0,"['5s', 'Ah']","['7h', '5h']","['8s', '8h', '2d', '7s']",,4s,100,100
39,Turn,0,-1168,1168,CHECK,0,"['5s', 'Ah']","['7h', '5h']","['8s', '8h', '2d', '7s']",,4s,100,100
39,River,1,-1168,1168,CHECK,0,"['5s', 'Ah']","['7h', '5h']","['8s', '8h', '2d', '7s', '3s']",,4s,100,100
39,River,0,-1168,1168,CHECK,0,"['5s', 'Ah']","['7h', '5h']","['8s', '8h', '2d', '7s', '3s']",,4s,100,100
40,Pre-Flop,0,-1268,1268,RAISE,98,"['8h', '6s']","['8d', '7d']","['3h', '9h']",,,1,1
40,Pre-Flop,1,-1268,1268,CALL,0,"['8h', '6s']","['8d', '7d']","['3h', '9h']",,,2,2
40,Flop,0,-1268,1268,CHECK,0,"['8h', '6s']","['8d', '7d']","['3h', '9h', '4d']",,,100,100
40,Flop,1,-1268,1268,CHECK,0,"['8h', '6s']","['8d', '7d']","['3h', '9h', '4d']",,,100,100
40,Turn,0,-1268,1268,CHECK,0,"['8h', '6s']","['8d', '7d']","['3h', '9h', '4d', '7h']",,,100,100
40,Turn,1,-1268,1268,CHECK,0,"['8h', '6s']","['8d', '7d']","['3h', '9h', '4d', '7h']",,,100,100
40,River,0,-1268,1268,CHECK,0,"['8h', '6s']","['8d', '7d']","['3h', '9h', '4d', '7h', '5h']",,,100,100
40,River,1,-1268,1268,CHECK,0,"['8h', '6s']","['8d', '7d']","['3h', '9h', '4d', '7h', '5h']",,,100,100
41,Pre-Flop,1,-1168,1168,CALL,0,"['3d', '7s']","['9s', '9h']","['Ah', '6s']",,,1,1
41,Pre-Flop,0,-1168,1168,RAISE,98,"['3d', '7s']","['9s', '9h']","['Ah', '6s']",,,2,2
41,Pre-Flop,1,-1168,1168,CALL,0,"['3d', '7s']","['9s', '9h']","['Ah', '6s']",,,2,2
41,Flop,1,-1168,1168,CHECK,0,"['3d', '7s']","['9s', '9h']","['Ah', '6s', '2s']",,,100,100
41,Flop,0,-1168,1168,CHECK,0,"['3d', '7s']","['9s', '9h']","['Ah', '6s', '2s']",,,100,100
41,Turn,1,-1168,1168,CHECK,0,"['3d', '7s']","['9s', '9h']","['Ah', '6s', '2s', '4s']",,,100,100
41,Turn,0,-1168,1168,CHECK,0,"['3d', '7s']","['9s', '9h']","['Ah', '6s', '2s', '4s']",,,100,100
41,River,1,-1168,1168,CHECK,0,"['3d', '7s']","['9s', '9h']","['Ah', '6s', '2s', '4s', '9d']",,,100,100
41,River,0,-1168,1168,CHECK,0,"['3d', '7s']","['9s', '9h']","['Ah', '6s', '2s', '4s', '9d']",,,100,100
42,Pre-Flop,0,-1268,1268,RAISE,98,"['8d', '6s']","['5d', '3s']","['7h', 'Ah']",,,1,1
42,Pre-Flop,1,-1268,1268,DISCARD,0,"['8d', '6s']","['5d', '3s']","['7h', 'Ah']",,,2,2
42,Pre-Flop,1,-1268,1268,CALL,0,"['8d', '6s']","['5d', '9d']","['7h', 'Ah']",,3s,2,2
42,Flop,0,-1268,1268,CHECK,0,"['8d', '6s']","['5d', '9d']","['7h', 'Ah', '3d']",,3s,100,100
42,Flop,1,-1268,1268,CHECK,0,"['8d', '6s']","['5d', '9d']","['7h', 'Ah', '3d']",,3s,100,100
42,Turn,0,-1268,1268,CHECK,0,"['8d', '6s']","['5d', '9d']","['7h', 'Ah', '3d', '3h']",,3s,100,100
42,Turn,1,-1268,1268,CHECK,0,"['8d', '6s']","['5d', '9d']","['7h', 'Ah', '3d', '3h']",,3s,100,100
42,River,0,-1268,1268,CHECK,0,"['8d', '6s']","['5d', '9d']","['7h', 'Ah', '3d', '3h', '8h']",,3s,100,100
42,River,1,-1268,1268,CHECK,0,"['8d', '6s']","['5d', '9d']","['7h', 'Ah', '3d', '3h', '8h']",,3s,100,100
43,Pre-Flop,1,-1168,1168,CALL,0,"['5d', '3h']","['6s', '6h']","['4h', '2s']",,,1,1
43,Pre-Flop,0,-1168,1168,RAISE,98,"['5d', '3h']","['6s', '6h']","['4h', '2s']",,,2,2
43,Pre-Flop,1,-1168,1168,CALL,0,"['5d', '3h']","['6s', '6h']","['4h', '2s']",,,2,2
43,Flop,1,-1168,1168,CHECK,0,"['5d', '3h']","['6s', '6h']","['4h', '2s', '6d']",,,100,100
43,Flop,0,-1168,1168,CHECK,0,"['5d', '3h']","['6s', '6h']","['4h', '2s', '6d']",,,100,100
43,Turn,1,-1168,1168,CHECK,0,"['5d', '3h']","['6s', '6h']","['4h', '2s', '6d', '7d']",,,100,100
43,Turn,0,-1168,1168,CHECK,0,"['5d', '3h']","['6s', '6h']","['4h', '2s', '6d', '7d']",,,100,100
43,River,1,-1168,1168,CHECK,0,"['5d', '3h']","['6s', '6h']","['4h', '2s', '6d', '7d', '5h']",,,100,100
43,River,0,-1168,1168,CHECK,0,"['5d', '3h']","['6s', '6h']","['4h', '2s', '6d', '7d', '5h']",,,100,100
44,Pre-Flop,0,-1068,1068,RAISE,98,"['2d', '4d']","['As', '9h']","['3s', '5h']",,,1,1
44,Pre-Flop,1,-1068,1068,CALL,0,"['2d', '4d']","['As', '9h']","['3s', '5h']",,,2,2
44,Flop,0,-1068,1068,CHECK,0,"['2d', '4d']","['As', '9h']","['3s', '5h', '8h']",,,100,100
44,Flop,1,-1068,1068,CHECK,0,"['2d', '4d']","['As', '9h']","['3s', '5h', '8h']",,,100,100
44,Turn,0,-1068,1068,CHECK,0,"['2d', '4d']","['As', '9h']","['3s', '5h', '8h', '6s']",,,100,100
44,Turn,1,-1068,1068,CHECK,0,"['2d', '4d']","['As', '9h']","['3s', '5h', '8h', '6s']",,,100,100
44,River,0,-1068,1068,CHECK,0,"['2d', '4d']","['As', '9h']","['3s', '5h', '8h', '6s', '3d']",,,100,100
44,River,1,-1068,1068,CHECK,0,"['2d', '4d']","['As', '9h']","['3s', '5h', '8h', '6s', '3d']",,,100,100
45,Pre-Flop,1,-968,968,CALL,0,"['2s', '4s']","['9d', '3h']","['Ad', '7d']",,,1,1
45,Pre-Flop,0,-968,968,RAISE,98,"['2s', '4s']","['9d', '3h']","['Ad', '7d']",,,2,2
45,Pre-Flop,1,-968,968,DISCARD,0,"['2s', '4s']","['9d', '3h']","['Ad', '7d']",,,2,2
45,Pre-Flop,1,-968,968,CALL,0,"['2s', '4s']","['9d', '5s']","['Ad', '7d']",,3h,2,2
45,Flop,1,-968,968,CHECK,0,"['2s', '4s']","['9d', '5s']","['Ad', '7d', '4d']",,3h,100,100
45,Flop,0,-968,968,CHECK,0,"['2s', '4s']","['9d', '5s']","['Ad', '7d', '4d']",,3h,100,100
45,Turn,1,-968,968,CHECK,0,"['2s', '4s']","['9d', '5s']","['Ad', '7d', '4d', '3s']",,3h,100,100
45,Turn,0,-968,968,CHECK,0,"['2s', '4s']","['9d', '5s']","['Ad', '7d', '4d', '3s']",,3h,100,100
45,River,1,-968,968,CHECK,0,"['2s', '4s']","['9d', '5s']","['Ad', '7d', '4d', '3s', '2d']",,3h,100,100
45,River,0,-968,968,CHECK,0,"['2s', '4s']","['9d', '5s']","['Ad', '7d', '4d', '3s', '2d']",,3h,100,100
46,Pre-Flop,0,-1068,1068,RAISE,98,"['5h', '2d']","['5s', '8h']","['7h', '3h']",,,1,1
46,Pre-Flop,1,-1068,1068,CALL,0,"['5h', '2d']","['5s', '8h']","['7h', '3h']",,,2,2
46,Flop,0,-1068,1068,CHECK,0,"['5h', '2d']","['5s', '8h']","['7h', '3h', 'Ad']",,,100,100
46,Flop,1,-1068,1068,CHECK,0,"['5h', '2d']","['5s', '8h']","['7h', '3h', 'Ad']",,,100,100
46,Turn,0,-1068,1068,CHECK,0,"['5h', '2d']","['5s', '8h']","['7h', '3h', 'Ad', 'As']",,,100,100
46,Turn,1,-1068,1068,CHECK,0,"['5h', '2d']","['5s', '8h']","['7h', '3h', 'Ad', 'As']",,,100,100
46,River,0,-1068,1068,CHECK,0,"['5h', '2d']","['5s', '8h']","['7h', '3h', 'Ad', 'As', '8d']",,,100,100
46,River,1,-1068,1068,CHECK,0,"['5h', '2d']","['5s', '8h']","['7h', '3h', 'Ad', 'As', '8d']",,,100,100
47,Pre-Flop,1,-1168,1168,CALL,0,"['8s', '7s']","['4h', '4d']","['9s', '6d']",,,1,1
47,Pre-Flop,0,-1168,1168,RAISE,98,"['8s', '7s']","['4h', '4d']","['9s', '6d']",,,2,2
47,Pre-Flop,1,-1168,1168,DISCARD,0,"['8s', '7s']","['4h', '4d']","['9s', '6d']",,,2,2
47,Pre-Flop,1,-1168,1168,FOLD,0,"['8s', '7s']","['3h', '4d']","['9s', '6d']",,4h,2,2
48,Pre-Flop,0,-1166,1166,RAISE,98,"['5h', '3s']","['7h', '4d']","['9s', '2s']",,,1,1
48,Pre-Flop,1,-1166,1166,DISCARD,0,"['5h', '3s']","['7h', '4d']","['9s', '2s']",,,2,2
48,Pre-Flop,1,-1166,1166,CALL,0,"['5h', '3s']","['7h', '6d']","['9s', '2s']",,4d,2,2
48,Flop,0,-1166,1166,CHECK,0,"['5h', '3s']","['7h', '6d']","['9s', '2s', 'Ah']",,4d,100,100
48,Flop,1,-1166,1166,CHECK,0,"['5h', '3s']","['7h', '6d']","['9s', '2s', 'Ah']",,4d,100,100
48,Turn,0,-1166,1166,CHECK,0,"['5h', '3s']","['7h', '6d']","['9s', '2s', 'Ah', '7s']",,4d,100,100
48,Turn,1,-1166,1166,CHECK,0,"['5h', '3s']","['7h', '6d']","['9s', '2s', 'Ah', '7s']",,4d,100,100
48,River,0,-1166,1166,CHECK,0,"['5h', '3s']","['7h', '6d']","['9s', '2s', 'Ah', '7s', '5d']",,4d,100,100
48,River,1,-1166,1166,CHECK,0,"['5h', '3s']","['7h', '6d']","['9s', '2s', 'Ah', '7s', '5d']",,4d,100,100
49,Pre-Flop,1,-1266,1266,CALL,0,"['7h', '7d']","['6d', '6s']","['9s', '5h']",,,1,1
49,Pre-Flop,0,-1266,1266,RAISE,98,"['7h', '7d']","['6d', '6s']","['9s', '5h']",,,2,2
49,Pre-Flop,1,-1266,1266,CALL,0,"['7h', '7d']","['6d', '6s']","['9s', '5h']",,,2,2
49,Flop,1,-1266,1266,CHECK,0,"['7h', '7d']","['6d', '6s']","['9s', '5h', '4h']",,,100,100
49,Flop,0,-1266,1266,CHECK,0,"['7h', '7d']","['6d', '6s']","['9s', '5h', '4h']",,,100,100
49,Turn,1,-1266,1266,CHECK,0,"['7h', '7d']","['6d', '6s']","['9s', '5h', '4h', '8h']",,,100,100
49,Turn,0,-1266,1266,CHECK,0,"['7h', '7d']","['6d', '6s']","['9s', '5h', '4h', '8h']",,,100,100
49,River,1,-1266,1266,CHECK,0,"['7h', '7d']","['6d', '6s']","['9s', '5h', '4h', '8h', '9h']",,,100,100
49,River,0,-1266,1266,CHECK,0,"['7h', '7d']","['6d', '6s']","['9s', '5h', '4h', '8h', '9h']",,,100,100
50,Pre-Flop,0,-1166,1166,RAISE,98,"['4d', '3s']","['5s', '8h']","['3d', '4h']",,,1,1
50,Pre-Flop,1,-1166,1166,DISCARD,0,"['4d', '3s']","['5s', '8h']","['3d', '4h']",,,2,2
50,Pre-Flop,1,-1166,1166,FOLD,0,"['4d', '3s']","['5s', '2h']","['3d', '4h']",,8h,2,2
51,Pre-Flop,1,-1164,1164,CALL,0,"['8s', '2d']","['Ah', 'Ad']","['3h', '2h']",,,1,1
51,Pre-Flop,0,-1164,1164,RAISE,98,"['8s', '2d']","['Ah', 'Ad']","['3h', '2h']",,,2,2
51,Pre-Flop,1,-1164,1164,CALL,0,"['8s', '2d']","['Ah', 'Ad']","['3h', '2h']",,,2,2
51,Flop,1,-1164,1164,CHECK,0,"['8s', '2d']","['Ah', 'Ad']","['3h', '2h', '3s']",,,100,100
51,Flop,0,-1164,1164,CHECK,0,"['8s', '2d']","['Ah', 'Ad']","['3h', '2h', '3s']",,,100,100
51,Turn,1,-1164,1164,CHECK,0,"['8s', '2d']","['Ah', 'Ad']","['3h', '2h', '3s', '7s']",,,100,100
51,Turn,0,-1164,1164,CHECK,0,"['8s', '2d']","['Ah', 'Ad']","['3h', '2h', '3s', '7s']",,,100,100
51,River,1,-1164,1164,CHECK,0,"['8s', '2d']","['Ah', 'Ad']","['3h', '2h', '3s', '7s', '3d']",,,100,100
51,River,0,-1164,1164,CHECK,0,"['8s', '2d']","['Ah', 'Ad']","['3h', '2h', '3s', '7s', '3d']",,,100,100
52,Pre-Flop,0,-1264,1264,RAISE,98,"['8d', '3h']","['5s', '2d']","['6h', '3s']",,,1,1
52,Pre-Flop,1,-1264,1264,DISCARD,0,"['8d', '3h']","['5s', '2d']","['6h', '3s']",,,2,2
52,Pre-Flop,1,-1264,1264,FOLD,0,"['8d', '3h']","['8h', '2d']","['6h', '3s']",,5s,2,2
53,Pre-Flop,1,-1262,1262,CALL,0,"['6s', '5d']","['6h', '3s']","['Ah', '4d']",,,1,1
53,Pre-Flop,0,-1262,1262,RAISE,98,"['6s', '5d']","['6h', '3s']","['Ah', '4d']",,,2,2
53,Pre-Flop,1,-1262,1262,DISCARD,0,"['6s', '5d']","['6h', '3s']","['Ah', '4d']",,,2,2
53,Pre-Flop,1,-1262,1262,FOLD,0,"['6s', '5d']","['2h', '3s']","['Ah', '4d']",,6h,2,2
54,Pre-Flop,0,-1260,1260,RAISE,98,"['3d', '2d']","['7d', '3s']","['2s', '4d']",,,1,1
54,Pre-Flop,1,-1260,1260,DISCARD,0,"['3d', '2d']","['7d', '3s']","['2s', '4d']",,,2,2
54,Pre-Flop,1,-1260,1260,CALL,0,"['3d', '2d']","['7d', 'Ad']","['2s', '4d']",,3s,2,2
54,Flop,0,-1260,1260,CHECK,0,"['3d', '2d']","['7d', 'Ad']","['2s', '4d', '6s']",,3s,100,100
54,Flop,1,-1260,1260,CHECK,0,"['3d', '2d']","['7d', 'Ad']","['2s', '4d', '6s']",,3s,100,100
54,Turn,0,-1260,1260,CHECK,0,"['3d', '2d']","['7d', 'Ad']","['2s', '4d', '6s', '4h']",,3s,100,100
54,Turn,1,-1260,1260,CHECK,0,"['3d', '2d']","['7d', 'Ad']","['2s', '4d', '6s', '4h']",,3s,100,100
54,River,0,-1260,1260,CHECK,0,"['3d', '2d']","['7d', 'Ad']","['2s', '4d', '6s', '4h', 'Ah']",,3s,100,100
54,River,1,-1260,1260,CHECK,0,"['3d', '2d']","['7d', 'Ad']","['2s', '4d', '6s', '4h', 'Ah']",,3s,100,100
55,Pre-Flop,1,-1360,1360,CALL,0,"['2s', '8d']","['5d', 'As']","['7h', '9d']",,,1,1
55,Pre-Flop,0,-1360,1360,RAISE,98,"['2s', '8d']","['5d', 'As']","['7h', '9d']",,,2,2
55,Pre-Flop,1,-1360,1360,CALL,0,"['2s', '8d']","['5d', 'As']","['7h', '9d']",,,2,2
55,Flop,1,-1360,1360,CHECK,0,"['2s', '8d']","['5d', 'As']","['7h', '9d', 'Ah']",,,100,100
55,Flop,0,-1360,1360,CHECK,0,"['2s', '8d']","['5d', 'As']","['7h', '9d', 'Ah']",,,100,100
55,Turn,1,-1360,1360,CHECK,0,"['2s', '8d']","['5d', 'As']","['7h', '9d', 'Ah', '6h']",,,100,100
55,Turn,0,-1360,1360,CHECK,0,"['2s', '8d']","['5d', 'As']","['7h', '9d', 'Ah', '6h']",,,100,100
55,River,1,-1360,1360,CHECK,0,"['2s', '8d']","['5d', 'As']","['7h', '9d', 'Ah', '6h', '9s']",,,100,100
55,River,0,-1360,1360,CHECK,0,"['2s', '8d']","['5d', 'As']","['7h', '9d', 'Ah', '6h', '9s']",,,100,100
56,Pre-Flop,0,-1260,1260,RAISE,98,"['5s', '4h']","['6h', '2d']","['3s', '9d']",,,1,1
56,Pre-Flop,1,-1260,1260,DISCARD,0,"['5s', '4h']","['6h', '2d']","['3s', '9d']",,,2,2
56,Pre-Flop,1,-1260,1260,CALL,0,"['5s', '4h']","['6h', '5h']","['3s', '9d']",,2d,2,2
56,Flop,0,-1260,1260,CHECK,0,"['5s', '4h']","['6h', '5h']","['3s', '9d', '3d']",,2d,100,100
56,Flop,1,-1260,1260,CHECK,0,"['5s', '4h']","['6h', '5h']","['3s', '9d', '3d']",,2d,100,100
56,Turn,0,-1260,1260,CHECK,0,"['5s', '4h']","['6h', '5h']","['3s', '9d', '3d', '7d']",,2d,100,100
56,Turn,1,-1260,1260,CHECK,0,"['5s', '4h']","['6h', '5h']","['3s', '9d', '3d', '7d']",,2d,100,100
56,River,0,-1260,1260,CHECK,0,"['5s', '4h']","['6h', '5h']","['3s', '9d', '3d', '7d', '9s']",,2d,100,100
56,River,1,-1260,1260,CHECK,0,"['5s', '4h']","['6h', '5h']","['3s', '9d', '3d', '7d', '9s']",,2d,100,100
57,Pre-Flop,1,-1260,1260,CALL,0,"['8d', 'Ad']","['4d', '5s']","['3d', '2h']",,,1,1
57,Pre-Flop,0,-1260,1260,RAISE,98,"['8d', 'Ad']","['4d', '5s']","['3d', '2h']",,,2,2
57,Pre-Flop,1,-1260,1260,DISCARD,0,"['8d', 'Ad']","['4d', '5s']","['3d', '2h']",,,2,2
57,Pre-Flop,1,-1260,1260,CALL,0,"['8d', 'Ad']","['6h', '5s']","['3d', '2h']",,4d,2,2
57,Flop,1,-1260,1260,CHECK,0,"['8d', 'Ad']","['6h', '5s']","['3d', '2h', '7s']",,4d,100,100
57,Flop,0,-1260,1260,CHECK,0,"['8d', 'Ad']","['6h', '5s']","['3d', '2h', '7s']",,4d,100,100
57,Turn,1,-1260,1260,CHECK,0,"['8d', 'Ad']","['6h', '5s']","['3d', '2h', '7s', '7h']",,4d,100,100
57,Turn,0,-1260,1260,CHECK,0,"['8d', 'Ad']","['6h', '5s']","['3d', '2h', '7s', '7h']",,4d,100,100
57,River,1,-1260,1260,CHECK,0,"['8d', 'Ad']","['6h', '5s']","['3d', '2h', '7s', '7h', '8s']",,4d,100,100
57,River,0,-1260,1260,CHECK,0,"['8d', 'Ad']","['6h', '5s']","['3d', '2h', '7s', '7h', '8s']",,4d,100,100
58,Pre-Flop,0,-1160,1160,RAISE,98,"['4d', '8h']","['6s', '9h']","['9d', '9s']",,,1,1
58,Pre-Flop,1,-1160,1160,CALL,0,"['4d', '8h']","['6s', '9h']","['9d', '9s']",,,2,2
58,Flop,0,-1160,1160,CHECK,0,"['4d', '8h']","['6s', '9h']","['9d', '9s', '7d']",,,100,100
58,Flop,1,-1160,1160,CHECK,0,"['4d', '8h']","['6s', '9h']","['9d', '9s', '7d']",,,100,100
58,Turn,0,-1160,1160,CHECK,0,"['4d', '8h']","['6s', '9h']","['9d', '9s', '7d', '3d']",,,100,100
58,Turn,1,-1160,1160,CHECK,0,"['4d', '8h']","['6s', '9h']","['9d', '9s', '7d', '3d']",,,100,100
58,River,0,-1160,1160,CHECK,0,"['4d', '8h']","['6s', '9h']","['9d', '9s', '7d', '3d', '7s']",,,100,100
58,River,1,-1160,1160,CHECK,0,"['4d', '8h']","['6s', '9h']","['9d', '9s', '7d', '3d', '7s']",,,100,100
59,Pre-Flop,1,-1260,1260,CALL,0,"['2s', '6d']","['8h', '3s']","['5d', '2d']",,,1,1
59,Pre-Flop,0,-1260,1260,RAISE,98,"['2s', '6d']","['8h', '3s']","['5d', '2d']",,,2,2
59,Pre-Flop,1,-1260,1260,DISCARD,0,"['2s', '6d']","['8h', '3s']","['5d', '2d']",,,2,2
59,Pre-Flop,1,-1260,1260,CALL,0,"['2s', '6d']","['8h', '9h']","['5d', '2d']",,3s,2,2
59,Flop,1,-1260,1260,CHECK,0,"['2s', '6d']","['8h', '9h']","['5d', '2d', 'Ad']",,3s,100,100
59,Flop,0,-1260,1260,CHECK,0,"['2s', '6d']","['8h', '9h']","['5d', '2d', 'Ad']",,3s,100,100
59,Turn,1,-1260,1260,CHECK,0,"['2s', '6d']","['8h', '9h']","['5d', '2d', 'Ad', '6s']",,3s,100,100
59,Turn,0,-1260,1260,CHECK,0,"['2s', '6d']","['8h', '9h']","['5d', '2d', 'Ad', '6s']",,3s,100,100
59,River,1,-1260,1260,CHECK,0,"['2s', '6d']","['8h', '9h']","['5d', '2d', 'Ad', '6s', '3h']",,3s,100,100
59,River,0,-1260,1260,CHECK,0,"['2s', '6d']","['8h', '9h']","['5d', '2d', 'Ad', '6s', '3h']",,3s,100,100
60,Pre-Flop,0,-1160,1160,RAISE,98,"['3h', '8h']","['2d', '7h']","['9s', '3s']",,,1,1
60,Pre-Flop,1,-1160,1160,DISCARD,0,"['3h', '8h']","['2d', '7h']","['9s', '3s']",,,2,2
60,Pre-Flop,1,-1160,1160,CALL,0,"['3h', '8h']","['As', '7h']","['9s', '3s']",,2d,2,2
60,Flop,0,-1160,1160,CHECK,0,"['3h', '8h']","['As', '7h']","['9s', '3s', 'Ah']",,2d,100,100
60,Flop,1,-1160,1160,CHECK,0,"['3h', '8h']","['As', '7h']","['9s', '3s', 'Ah']",,2d,100,100
60,Turn,0,-1160,1160,CHECK,0,"['3h', '8h']","['As', '7h']","['9s', '3s', 'Ah', '6h']",,2d,100,100
60,Turn,1,-1160,1160,CHECK,0,"['3h', '8h']","['As', '7h']","['9s', '3s', 'Ah', '6h']",,2d,100,100
60,River,0,-1160,1160,CHECK,0,"['3h', '8h']","['As', '7h']","['9s', '3s', 'Ah', '6h', '5d']",,2d,100,100
60,River,1,-1160,1160,CHECK,0,"['3h', '8h']","['As', '7h']","['9s', '3s', 'Ah', '6h', '5d']",,2d,100,100
61,Pre-Flop,1,-1260,1260,CALL,0,"['2s', 'Ad']","['8s', '4h']","['9d', '6s']",,,1,1
61,Pre-Flop,0,-1260,1260,RAISE,98,"['2s', 'Ad']","['8s', '4h']","['9d', '6s']",,,2,2
61,Pre-Flop,1,-1260,1260,DISCARD,0,"['2s', 'Ad']","['8s', '4h']","['9d', '6s']",,,2,2
61,Pre-Flop,1,-1260,1260,FOLD,0,"['2s', 'Ad']","['8s', '2h']","['9d', '6s']",,4h,2,2
62,Pre-Flop,0,-1258,1258,RAISE,98,"['7d', '4s']","['5s', '8d']","['2h', '9h']",,,1,1
62,Pre-Flop,1,-1258,1258,CALL,0,"['7d', '4s']","['5s', '8d']","['2h', '9h']",,,2,2
62,Flop,0,-1258,1258,CHECK,0,"['7d', '4s']","['5s', '8d']","['2h', '9h', '2d']",,,100,100
62,Flop,1,-1258,1258,CHECK,0,"['7d', '4s']","['5s', '8d']","['2h', '9h', '2d']",,,100,100
62,Turn,0,-1258,1258,CHECK,0,"['7d', '4s']","['5s', '8d']","['2h', '9h', '2d', '5h']",,,100,100
