# Team 0: AllInAgent, Team 1: PlayerAgent
hand_number,street,active_team,team_0_bankroll,team_1_bankroll,action_type,action_amount,team_0_cards,team_1_cards,board_cards,team_0_discarded,team_1_discarded,team_0_bet,team_1_bet
97,Pre-Flop,0,-1526,1526,RAISE,98,"['6d', '7h']","['Ah', '5d']","['8h', '6h']",,,2,2
97,Pre-Flop,1,-1526,1526,CALL,0,"['6d', '7h']","['Ah', '5d']","['8h', '6h']",,,2,2
97,Flop,1,-1526,1526,CHECK,0,"['6d', '7h']","['Ah', '5d']","['8h', '6h', '5h']",,,100,100
97,Flop,0,-1526,1526,CHECK,0,"['6d', '7h']","['Ah', '5d']","['8h', '6h', '5h']",,,100,100
97,Turn,1,-1526,1526,CHECK,0,"['6d', '7h']","['Ah', '5d']","['8h', '6h', '5h', 'As']",,,100,100
97,Turn,0,-1526,1526,CHECK,0,"['6d', '7h']","['Ah', '5d']","['8h', '6h', '5h', 'As']",,,100,100
97,River,1,-1526,1526,CHECK,0,"['6d', '7h']","['Ah', '5d']","['8h', '6h', '5h', 'As', '2h']",,,100,100
97,River,0,-1526,1526,CHECK,0,"['6d', '7h']","['Ah', '5d']","['8h', '6h', '5h', 'As', '2h']",,,100,100
98,Pre-Flop,0,-1626,1626,RAISE,98,"['7h', 'As']","['6d', '9s']","['3d', '7d']",,,1,1
98,Pre-Flop,1,-1626,1626,CALL,0,"['7h', 'As']","['6d', '9s']","['3d', '7d']",,,2,2
98,Flop,0,-1626,1626,CHECK,0,"['7h', 'As']","['6d', '9s']","['3d', '7d', '3h']",,,100,100
98,Flop,1,-1626,1626,CHECK,0,"['7h', 'As']","['6d', '9s']","['3d', '7d', '3h']",,,100,100
98,Turn,0,-1626,1626,CHECK,0,"['7h', 'As']","['6d', '9s']","['3d', '7d', '3h', '4s']",,,100,100
98,Turn,1,-1626,1626,CHECK,0,"['7h', 'As']","['6d', '9s']","['3d', '7d', '3h', '4s']",,,100,100
98,River,0,-1626,1626,CHECK,0,"['7h', 'As']","['6d', '9s']","['3d', '7d', '3h', '4s', 'Ad']",,,100,100
98,River,1,-1626,1626,CHECK,0,"['7h', 'As']","['6d', '9s']","['3d', '7d', '3h', '4s', 'Ad']",,,100,100
99,Pre-Flop,1,-1526,1526,CALL,0,"['3d', '8d']","['7s', '3s']","['As', '6d']",,,1,1
99,Pre-Flop,0,-1526,1526,RAISE,98,"['3d', '8d']","['7s', '3s']","['As', '6d']",,,2,2
99,Pre-Flop,1,-1526,1526,DISCARD,0,"['3d', '8d']","['7s', '3s']","['As', '6d']",,,2,2
99,Pre-Flop,1,-1526,1526,FOLD,0,"['3d', '8d']","['7h', '3s']","['As', '6d']",,7s,2,2
100,Pre-Flop,0,-1524,1524,RAISE,98,"['5d', '6s']","['3s', '3d']","['9s', 'Ad']",,,1,1
100,Pre-Flop,1,-1524,1524,DISCARD,0,"['5d', '6s']","['3s', '3d']","['9s', 'Ad']",,,2,2
100,Pre-Flop,1,-1524,1524,FOLD,0,"['5d', '6s']","['3s', '4h']","['9s', 'Ad']",,3d,2,2
101,Pre-Flop,1,-1522,1522,CALL,0,"['7s', '7h']","['8d', '4s']","['8s', '6s']",,,1,1
101,Pre-Flop,0,-1522,1522,RAISE,98,"['7s', '7h']","['8d', '4s']","['8s', '6s']",,,2,2
101,Pre-Flop,1,-1522,1522,DISCARD,0,"['7s', '7h']","['8d', '4s']","['8s', '6s']",,,2,2
101,Pre-Flop,1,-1522,1522,FOLD,0,"['7s', '7h']","['8h', '4s']","['8s', '6s']",,8d,2,2
102,Pre-Flop,0,-1520,1520,RAISE,98,"['3d', '5d']","['As', '6s']","['5s', '7h']",,,1,1
102,Pre-Flop,1,-1520,1520,CALL,0,"['3d', '5d']","['As', '6s']","['5s', '7h']",,,2,2
102,Flop,0,-1520,1520,CHECK,0,"['3d', '5d']","['As', '6s']","['5s', '7h', '6h']",,,100,100
102,Flop,1,-1520,1520,CHECK,0,"['3d', '5d']","['As', '6s']","['5s', '7h', '6h']",,,100,100
102,Turn,0,-1520,1520,CHECK,0,"['3d', '5d']","['As', '6s']","['5s', '7h', '6h', '3h']",,,100,100
102,Turn,1,-1520,1520,CHECK,0,"['3d', '5d']","['As', '6s']","['5s', '7h', '6h', '3h']",,,100,100
102,River,0,-1520,1520,CHECK,0,"['3d', '5d']","['As', '6s']","['5s', '7h', '6h', '3h', '8s']",,,100,100
102,River,1,-1520,1520,CHECK,0,"['3d', '5d']","['As', '6s']","['5s', '7h', '6h', '3h', '8s']",,,100,100
103,Pre-Flop,1,-1420,1420,CALL,0,"['2h', '7d']","['Ah', '6h']","['9d', '9s']",,,1,1
103,Pre-Flop,0,-1420,1420,RAISE,98,"['2h', '7d']","['Ah', '6h']","['9d', '9s']",,,2,2
103,Pre-Flop,1,-1420,1420,CALL,0,"['2h', '7d']","['Ah', '6h']","['9d', '9s']",,,2,2
103,Flop,1,-1420,1420,CHECK,0,"['2h', '7d']","['Ah', '6h']","['9d', '9s', '6s']",,,100,100
103,Flop,0,-1420,1420,CHECK,0,"['2h', '7d']","['Ah', '6h']","['9d', '9s', '6s']",,,100,100
103,Turn,1,-1420,1420,CHECK,0,"['2h', '7d']","['Ah', '6h']","['9d', '9s', '6s', '3s']",,,100,100
103,Turn,0,-1420,1420,CHECK,0,"['2h', '7d']","['Ah', '6h']","['9d', '9s', '6s', '3s']",,,100,100
103,River,1,-1420,1420,CHECK,0,"['2h', '7d']","['Ah', '6h']","['9d', '9s', '6s', '3s', '8d']",,,100,100
103,River,0,-1420,1420,CHECK,0,"['2h', '7d']","['Ah', '6h']","['9d', '9s', '6s', '3s', '8d']",,,100,100
104,Pre-Flop,0,-1520,1520,RAISE,98,"['9h', '4h']","['3h', '7d']","['Ah', 'As']",,,1,1
104,Pre-Flop,1,-1520,1520,DISCARD,0,"['9h', '4h']","['3h', '7d']","['Ah', 'As']",,,2,2
104,Pre-Flop,1,-1520,1520,FOLD,0,"['9h', '4h']","['4s', '7d']","['Ah', 'As']",,3h,2,2
105,Pre-Flop,1,-1518,1518,CALL,0,"['2h', '7h']","['3h', '8s']","['9s', '4h']",,,1,1
105,Pre-Flop,0,-1518,1518,RAISE,98,"['2h', '7h']","['3h', '8s']","['9s', '4h']",,,2,2
105,Pre-Flop,1,-1518,1518,DISCARD,0,"['2h', '7h']","['3h', '8s']","['9s', '4h']",,,2,2
105,Pre-Flop,1,-1518,1518,FOLD,0,"['2h', '7h']","['3d', '8s']","['9s', '4h']",,3h,2,2
106,Pre-Flop,0,-1516,1516,RAISE,98,"['4h', '3d']","['6d', '8d']","['7s', '8s']",,,1,1
106,Pre-Flop,1,-1516,1516,CALL,0,"['4h', '3d']","['6d', '8d']","['7s', '8s']",,,2,2
106,Flop,0,-1516,1516,CHECK,0,"['4h', '3d']","['6d', '8d']","['7s', '8s', '6h']",,,100,100
106,Flop,1,-1516,1516,CHECK,0,"['4h', '3d']","['6d', '8d']","['7s', '8s', '6h']",,,100,100
106,Turn,0,-1516,1516,CHECK,0,"['4h', '3d']","['6d', '8d']","['7s', '8s', '6h', '9s']",,,100,100
106,Turn,1,-1516,1516,CHECK,0,"['4h', '3d']","['6d', '8d']","['7s', '8s', '6h', '9s']",,,100,100
106,River,0,-1516,1516,CHECK,0,"['4h', '3d']","['6d', '8d']","['7s', '8s', '6h', '9s', '5d']",,,100,100
106,River,1,-1516,1516,CHECK,0,"['4h', '3d']","['6d', '8d']","['7s', '8s', '6h', '9s', '5d']",,,100,100
107,Pre-Flop,1,-1516,1516,CALL,0,"['6s', '9d']","['8s', '5d']","['3d', '2h']",,,1,1
107,Pre-Flop,0,-1516,1516,RAISE,98,"['6s', '9d']","['8s', '5d']","['3d', '2h']",,,2,2
107,Pre-Flop,1,-1516,1516,DISCARD,0,"['6s', '9d']","['8s', '5d']","['3d', '2h']",,,2,2
107,Pre-Flop,1,-1516,1516,CALL,0,"['6s', '9d']","['8s', '9s']","['3d', '2h']",,5d,2,2
107,Flop,1,-1516,1516,CHECK,0,"['6s', '9d']","['8s', '9s']","['3d', '2h', 'As']",,5d,100,100
107,Flop,0,-1516,1516,CHECK,0,"['6s', '9d']","['8s', '9s']","['3d', '2h', 'As']",,5d,100,100
107,Turn,1,-1516,1516,CHECK,0,"['6s', '9d']","['8s', '9s']","['3d', '2h', 'As', '7s']",,5d,100,100
107,Turn,0,-1516,1516,CHECK,0,"['6s', '9d']","['8s', '9s']","['3d', '2h', 'As', '7s']",,5d,100,100
107,River,1,-1516,1516,CHECK,0,"['6s', '9d']","['8s', '9s']","['3d', '2h', 'As', '7s', '6d']",,5d,100,100
107,River,0,-1516,1516,CHECK,0,"['6s', '9d']","['8s', '9s']","['3d', '2h', 'As', '7s', '6d']",,5d,100,100
108,Pre-Flop,0,-1616,1616,RAISE,98,"['5s', '2s']","['4h', '7h']","['2h', '9d']",,,1,1
108,Pre-Flop,1,-1616,1616,DISCARD,0,"['5s', '2s']","['4h', '7h']","['2h', '9d']",,,2,2
108,Pre-Flop,1,-1616,1616,CALL,0,"['5s', '2s']","['7s', '7h']","['2h', '9d']",,4h,2,2
108,Flop,0,-1616,1616,CHECK,0,"['5s', '2s']","['7s', '7h']","['2h', '9d', '3d']",,4h,100,100
108,Flop,1,-1616,1616,CHECK,0,"['5s', '2s']","['7s', '7h']","['2h', '9d', '3d']",,4h,100,100
108,Turn,0,-1616,1616,CHECK,0,"['5s', '2s']","['7s', '7h']","['2h', '9d', '3d', 'Ah']",,4h,100,100
108,Turn,1,-1616,1616,CHECK,0,"['5s', '2s']","['7s', '7h']","['2h', '9d', '3d', 'Ah']",,4h,100,100
108,River,0,-1616,1616,CHECK,0,"['5s', '2s']","['7s', '7h']","['2h', '9d', '3d', 'Ah', '4s']",,4h,100,100
108,River,1,-1616,1616,CHECK,0,"['5s', '2s']","['7s', '7h']","['2h', '9d', '3d', 'Ah', '4s']",,4h,100,100
109,Pre-Flop,1,-1516,1516,CALL,0,"['9d', '7s']","['3d', '3s']","['8d', '7h']",,,1,1
109,Pre-Flop,0,-1516,1516,RAISE,98,"['9d', '7s']","['3d', '3s']","['8d', '7h']",,,2,2
109,Pre-Flop,1,-1516,1516,DISCARD,0,"['9d', '7s']","['3d', '3s']","['8d', '7h']",,,2,2
109,Pre-Flop,1,-1516,1516,FOLD,0,"['9d', '7s']","['8s', '3s']","['8d', '7h']",,3d,2,2
110,Pre-Flop,0,-1514,1514,RAISE,98,"['6h', '3d']","['Ah', '4d']","['7d', '8s']",,,1,1
110,Pre-Flop,1,-1514,1514,DISCARD,0,"['6h', '3d']","['Ah', '4d']","['7d', '8s']",,,2,2
110,Pre-Flop,1,-1514,1514,FOLD,0,"['6h', '3d']","['3h', '4d']","['7d', '8s']",,Ah,2,2
111,Pre-Flop,1,-1512,1512,CALL,0,"['2h', '2s']","['8d', 'Ah']","['6d', '5s']",,,1,1
111,Pre-Flop,0,-1512,1512,RAISE,98,"['2h', '2s']","['8d', 'Ah']","['6d', '5s']",,,2,2
111,Pre-Flop,1,-1512,1512,CALL,0,"['2h', '2s']","['8d', 'Ah']","['6d', '5s']",,,2,2
111,Flop,1,-1512,1512,CHECK,0,"['2h', '2s']","['8d', 'Ah']","['6d', '5s', '9s']",,,100,100
111,Flop,0,-1512,1512,CHECK,0,"['2h', '2s']","['8d', 'Ah']","['6d', '5s', '9s']",,,100,100
111,Turn,1,-1512,1512,CHECK,0,"['2h', '2s']","['8d', 'Ah']","['6d', '5s', '9s', '5d']",,,100,100
111,Turn,0,-1512,1512,CHECK,0,"['2h', '2s']","['8d', 'Ah']","['6d', '5s', '9s', '5d']",,,100,100
111,River,1,-1512,1512,CHECK,0,"['2h', '2s']","['8d', 'Ah']","['6d', '5s', '9s', '5d', '4d']",,,100,100
111,River,0,-1512,1512,CHECK,0,"['2h', '2s']","['8d', 'Ah']","['6d', '5s', '9s', '5d', '4d']",,,100,100
112,Pre-Flop,0,-1412,1412,RAISE,98,"['7d', '6h']","['3h', '2d']","['9h', '6d']",,,1,1
112,Pre-Flop,1,-1412,1412,DISCARD,0,"['7d', '6h']","['3h', '2d']","['9h', '6d']",,,2,2
112,Pre-Flop,1,-1412,1412,FOLD,0,"['7d', '6h']","['Ah', '2d']","['9h', '6d']",,3h,2,2
113,Pre-Flop,1,-1410,1410,CALL,0,"['7s', '8s']","['Ad', '8d']","['7d', '3h']",,,1,1
113,Pre-Flop,0,-1410,1410,RAISE,98,"['7s', '8s']","['Ad', '8d']","['7d', '3h']",,,2,2
113,Pre-Flop,1,-1410,1410,CALL,0,"['7s', '8s']","['Ad', '8d']","['7d', '3h']",,,2,2
113,Flop,1,-1410,1410,CHECK,0,"['7s', '8s']","['Ad', '8d']","['7d', '3h', '4h']",,,100,100
113,Flop,0,-1410,1410,CHECK,0,"['7s', '8s']","['Ad', '8d']","['7d', '3h', '4h']",,,100,100
113,Turn,1,-1410,1410,CHECK,0,"['7s', '8s']","['Ad', '8d']","['7d', '3h', '4h', '9d']",,,100,100
113,Turn,0,-1410,1410,CHECK,0,"['7s', '8s']","['Ad', '8d']","['7d', '3h', '4h', '9d']",,,100,100
113,River,1,-1410,1410,CHECK,0,"['7s', '8s']","['Ad', '8d']","['7d', '3h', '4h', '9d', '6s']",,,100,100
113,River,0,-1410,1410,CHECK,0,"['7s', '8s']","['Ad', '8d']","['7d', '3h', '4h', '9d', '6s']",,,100,100
114,Pre-Flop,0,-1510,1510,RAISE,98,"['8h', '7s']","['8d', '4h']","['7d', 'Ad']",,,1,1
114,Pre-Flop,1,-1510,1510,DISCARD,0,"['8h', '7s']","['8d', '4h']","['7d', 'Ad']",,,2,2
114,Pre-Flop,1,-1510,1510,CALL,0,"['8h', '7s']","['8d', '8s']","['7d', 'Ad']",,4h,2,2
114,Flop,0,-1510,1510,CHECK,0,"['8h', '7s']","['8d', '8s']","['7d', 'Ad', '4s']",,4h,100,100
114,Flop,1,-1510,1510,CHECK,0,"['8h', '7s']","['8d', '8s']","['7d', 'Ad', '4s']",,4h,100,100
114,Turn,0,-1510,1510,CHECK,0,"['8h', '7s']","['8d', '8s']","['7d', 'Ad', '4s', '2h']",,4h,100,100
114,Turn,1,-1510,1510,CHECK,0,"['8h', '7s']","['8d', '8s']","['7d', 'Ad', '4s', '2h']",,4h,100,100
114,River,0,-1510,1510,CHECK,0,"['8h', '7s']","['8d', '8s']","['7d', 'Ad', '4s', '2h', '9h']",,4h,100,100
114,River,1,-1510,1510,CHECK,0,"['8h', '7s']","['8d', '8s']","['7d', 'Ad', '4s', '2h', '9h']",,4h,100,100
115,Pre-Flop,1,-1610,1610,CALL,0,"['4h', '6s']","['2s', '3h']","['3s', '9d']",,,1,1
115,Pre-Flop,0,-1610,1610,RAISE,98,"['4h', '6s']","['2s', '3h']","['3s', '9d']",,,2,2
115,Pre-Flop,1,-1610,1610,DISCARD,0,"['4h', '6s']","['2s', '3h']","['3s', '9d']",,,2,2
115,Pre-Flop,1,-1610,1610,FOLD,0,"['4h', '6s']","['7s', '3h']","['3s', '9d']",,2s,2,2
116,Pre-Flop,0,-1608,1608,RAISE,98,"['3s', '4d']","['3h', '3d']","['2s', '5s']",,,1,1
116,Pre-Flop,1,-1608,1608,DISCARD,0,"['3s', '4d']","['3h', '3d']","['2s', '5s']",,,2,2
116,Pre-Flop,1,-1608,1608,FOLD,0,"['3s', '4d']","['2d', '3d']","['2s', '5s']",,3h,2,2
117,Pre-Flop,1,-1606,1606,CALL,0,"['Ad', '3s']","['6s', '7h']","['6h', '8d']",,,1,1
117,Pre-Flop,0,-1606,1606,RAISE,98,"['Ad', '3s']","['6s', '7h']","['6h', '8d']",,,2,2
117,Pre-Flop,1,-1606,1606,CALL,0,"['Ad', '3s']","['6s', '7h']","['6h', '8d']",,,2,2
117,Flop,1,-1606,1606,CHECK,0,"['Ad', '3s']","['6s', '7h']","['6h', '8d', '9d']",,,100,100
117,Flop,0,-1606,1606,CHECK,0,"['Ad', '3s']","['6s', '7h']","['6h', '8d', '9d']",,,100,100
117,Turn,1,-1606,1606,CHECK,0,"['Ad', '3s']","['6s', '7h']","['6h', '8d', '9d', '5s']",,,100,100
117,Turn,0,-1606,1606,CHECK,0,"['Ad', '3s']","['6s', '7h']","['6h', '8d', '9d', '5s']",,,100,100
117,River,1,-1606,1606,CHECK,0,"['Ad', '3s']","['6s', '7h']","['6h', '8d', '9d', '5s', '4d']",,,100,100
117,River,0,-1606,1606,CHECK,0,"['Ad', '3s']","['6s', '7h']","['6h', '8d', '9d', '5s', '4d']",,,100,100
118,Pre-Flop,0,-1706,1706,RAISE,98,"['4h', '6h']","['4d', '4s']","['3s', '5d']",,,1,1
118,Pre-Flop,1,-1706,1706,CALL,0,"['4h', '6h']","['4d', '4s']","['3s', '5d']",,,2,2
118,Flop,0,-1706,1706,CHECK,0,"['4h', '6h']","['4d', '4s']","['3s', '5d', '2h']",,,100,100
118,Flop,1,-1706,1706,CHECK,0,"['4h', '6h']","['4d', '4s']","['3s', '5d', '2h']",,,100,100
118,Turn,0,-1706,1706,CHECK,0,"['4h', '6h']","['4d', '4s']","['3s', '5d', '2h', '8h']",,,100,100
118,Turn,1,-1706,1706,CHECK,0,"['4h', '6h']","['4d', '4s']","['3s', '5d', '2h', '8h']",,,100,100
118,River,0,-1706,1706,CHECK,0,"['4h', '6h']","['4d', '4s']","['3s', '5d', '2h', '8h', 'As']",,,100,100
118,River,1,-1706,1706,CHECK,0,"['4h', '6h']","['4d', '4s']","['3s', '5d', '2h', '8h', 'As']",,,100,100
119,Pre-Flop,1,-1606,1606,CALL,0,"['5h', '6d']","['8s', '3d']","['5d', '7h']",,,1,1
119,Pre-Flop,0,-1606,1606,RAISE,98,"['5h', '6d']","['8s', '3d']","['5d', '7h']",,,2,2
119,Pre-Flop,1,-1606,1606,DISCARD,0,"['5h', '6d']","['8s', '3d']","['5d', '7h']",,,2,2
119,Pre-Flop,1,-1606,1606,FOLD,0,"['5h', '6d']","['3h', '3d']","['5d', '7h']",,8s,2,2
120,Pre-Flop,0,-1604,1604,RAISE,98,"['7s', '3s']","['6s', '7h']","['5s', '4d']",,,1,1
120,Pre-Flop,1,-1604,1604,CALL,0,"['7s', '3s']","['6s', '7h']","['5s', '4d']",,,2,2
120,Flop,0,-1604,1604,CHECK,0,"['7s', '3s']","['6s', '7h']","['5s', '4d', '8s']",,,100,100
120,Flop,1,-1604,1604,CHECK,0,"['7s', '3s']","['6s', '7h']","['5s', '4d', '8s']",,,100,100
120,Turn,0,-1604,1604,CHECK,0,"['7s', '3s']","['6s', '7h']","['5s', '4d', '8s', '3d']",,,100,100
120,Turn,1,-1604,1604,CHECK,0,"['7s', '3s']","['6s', '7h']","['5s', '4d', '8s', '3d']",,,100,100
120,River,0,-1604,1604,CHECK,0,"['7s', '3s']","['6s', '7h']","['5s', '4d', '8s', '3d', '7d']",,,100,100
120,River,1,-1604,1604,CHECK,0,"['7s', '3s']","['6s', '7h']","['5s', '4d', '8s', '3d', '7d']",,,100,100
121,Pre-Flop,1,-1704,1704,CALL,0,"['3s', '2d']","['7d', '2h']","['9h', '3d']",,,1,1
121,Pre-Flop,0,-1704,1704,RAISE,98,"['3s', '2d']","['7d', '2h']","['9h', '3d']",,,2,2
121,Pre-Flop,1,-1704,1704,DISCARD,0,"['3s', '2d']","['7d', '2h']","['9h', '3d']",,,2,2
121,Pre-Flop,1,-1704,1704,CALL,0,"['3s', '2d']","['7d', '6s']","['9h', '3d']",,2h,2,2
121,Flop,1,-1704,1704,CHECK,0,"['3s', '2d']","['7d', '6s']","['9h', '3d', '4h']",,2h,100,100
121,Flop,0,-1704,1704,CHECK,0,"['3s', '2d']","['7d', '6s']","['9h', '3d', '4h']",,2h,100,100
121,Turn,1,-1704,1704,CHECK,0,"['3s', '2d']","['7d', '6s']","['9h', '3d', '4h', '6d']",,2h,100,100
121,Turn,0,-1704,1704,CHECK,0,"['3s', '2d']","['7d', '6s']","['9h', '3d', '4h', '6d']",,2h,100,100
121,River,1,-1704,1704,CHECK,0,"['3s', '2d']","['7d', '6s']","['9h', '3d', '4h', '6d', 'As']",,2h,100,100
121,River,0,-1704,1704,CHECK,0,"['3s', '2d']","['7d', '6s']","['9h', '3d', '4h', '6d', 'As']",,2h,100,100
122,Pre-Flop,0,-1804,1804,RAISE,98,"['8h', '3s']","['3d', '6h']","['9d', '7d']",,,1,1
122,Pre-Flop,1,-1804,1804,DISCARD,0,"['8h', '3s']","['3d', '6h']","['9d', '7d']",,,2,2
122,Pre-Flop,1,-1804,1804,CALL,0,"['8h', '3s']","['5h', '6h']","['9d', '7d']",,3d,2,2
122,Flop,0,-1804,1804,CHECK,0,"['8h', '3s']","['5h', '6h']","['9d', '7d', '7h']",,3d,100,100
122,Flop,1,-1804,1804,CHECK,0,"['8h', '3s']","['5h', '6h']","['9d', '7d', '7h']",,3d,100,100
122,Turn,0,-1804,1804,CHECK,0,"['8h', '3s']","['5h', '6h']","['9d', '7d', '7h', '2d']",,3d,100,100
122,Turn,1,-1804,1804,CHECK,0,"['8h', '3s']","['5h', '6h']","['9d', '7d', '7h', '2d']",,3d,100,100
122,River,0,-1804,1804,CHECK,0,"['8h', '3s']","['5h', '6h']","['9d', '7d', '7h', '2d', '4h']",,3d,100,100
122,River,1,-1804,1804,CHECK,0,"['8h', '3s']","['5h', '6h']","['9d', '7d', '7h', '2d', '4h']",,3d,100,100
123,Pre-Flop,1,-1704,1704,CALL,0,"['5d', '4d']","['5s', 'Ah']","['6h', '6d']",,,1,1
123,Pre-Flop,0,-1704,1704,RAISE,98,"['5d', '4d']","['5s', 'Ah']","['6h', '6d']",,,2,2
123,Pre-Flop,1,-1704,1704,CALL,0,"['5d', '4d']","['5s', 'Ah']","['6h', '6d']",,,2,2
123,Flop,1,-1704,1704,CHECK,0,"['5d', '4d']","['5s', 'Ah']","['6h', '6d', '2s']",,,100,100
123,Flop,0,-1704,1704,CHECK,0,"['5d', '4d']","['5s', 'Ah']","['6h', '6d', '2s']",,,100,100
123,Turn,1,-1704,1704,CHECK,0,"['5d', '4d']","['5s', 'Ah']","['6h', '6d', '2s', '9h']",,,100,100
123,Turn,0,-1704,1704,CHECK,0,"['5d', '4d']","['5s', 'Ah']","['6h', '6d', '2s', '9h']",,,100,100
123,River,1,-1704,1704,CHECK,0,"['5d', '4d']","['5s', 'Ah']","['6h', '6d', '2s', '9h', '9s']",,,100,100
123,River,0,-1704,1704,CHECK,0,"['5d', '4d']","['5s', 'Ah']","['6h', '6d', '2s', '9h', '9s']",,,100,100
124,Pre-Flop,0,-1804,1804,RAISE,98,"['3h', '5s']","['Ad', '6h']","['Ah', '6s']",,,1,1
124,Pre-Flop,1,-1804,1804,DISCARD,0,"['3h', '5s']","['Ad', '6h']","['Ah', '6s']",,,2,2
124,Pre-Flop,1,-1804,1804,CALL,0,"['3h', '5s']","['Ad', '4s']","['Ah', '6s']",,6h,2,2
124,Flop,0,-1804,1804,CHECK,0,"['3h', '5s']","['Ad', '4s']","['Ah', '6s', '5d']",,6h,100,100
124,Flop,1,-1804,1804,CHECK,0,"['3h', '5s']","['Ad', '4s']","['Ah', '6s', '5d']",,6h,100,100
124,Turn,0,-1804,1804,CHECK,0,"['3h', '5s']","['Ad', '4s']","['Ah', '6s', '5d', '6d']",,6h,100,100
124,Turn,1,-1804,1804,CHECK,0,"['3h', '5s']","['Ad', '4s']","['Ah', '6s', '5d', '6d']",,6h,100,100
124,River,0,-1804,1804,CHECK,0,"['3h', '5s']","['Ad', '4s']","['Ah', '6s', '5d', '6d', '2s']",,6h,100,100
124,River,1,-1804,1804,CHECK,0,"['3h', '5s']","['Ad', '4s']","['Ah', '6s', '5d', '6d', '2s']",,6h,100,100
125,Pre-Flop,1,-1904,1904,CALL,0,"['7s', '8d']","['5s', '3h']","['9s', '2d']",,,1,1
125,Pre-Flop,0,-1904,1904,RAISE,98,"['7s', '8d']","['5s', '3h']","['9s', '2d']",,,2,2
125,Pre-Flop,1,-1904,1904,DISCARD,0,"['7s', '8d']","['5s', '3h']","['9s', '2d']",,,2,2
125,Pre-Flop,1,-1904,1904,CALL,0,"['7s', '8d']","['5s', '5h']","['9s', '2d']",,3h,2,2
125,Flop,1,-1904,1904,CHECK,0,"['7s', '8d']","['5s', '5h']","['9s', '2d', 'Ah']",,3h,100,100
125,Flop,0,-1904,1904,CHECK,0,"['7s', '8d']","['5s', '5h']","['9s', '2d', 'Ah']",,3h,100,100
125,Turn,1,-1904,1904,CHECK,0,"['7s', '8d']","['5s', '5h']","['9s', '2d', 'Ah', '5d']",,3h,100,100
125,Turn,0,-1904,1904,CHECK,0,"['7s', '8d']","['5s', '5h']","['9s', '2d', 'Ah', '5d']",,3h,100,100
125,River,1,-1904,1904,CHECK,0,"['7s', '8d']","['5s', '5h']","['9s', '2d', 'Ah', '5d', '4s']",,3h,100,100
125,River,0,-1904,1904,CHECK,0,"['7s', '8d']","['5s', '5h']","['9s', '2d', 'Ah', '5d', '4s']",,3h,100,100
126,Pre-Flop,0,-2004,2004,RAISE,98,"['9s', '3h']","['4d', '3s']","['9d', '7h']",,,1,1
126,Pre-Flop,1,-2004,2004,DISCARD,0,"['9s', '3h']","['4d', '3s']","['9d', '7h']",,,2,2
126,Pre-Flop,1,-2004,2004,FOLD,0,"['9s', '3h']","['5d', '3s']","['9d', '7h']",,4d,2,2
127,Pre-Flop,1,-2002,2002,CALL,0,"['5s', '8h']","['Ah', '9h']","['7s', '8s']",,,1,1
127,Pre-Flop,0,-2002,2002,RAISE,98,"['5s', '8h']","['Ah', '9h']","['7s', '8s']",,,2,2
127,Pre-Flop,1,-2002,2002,CALL,0,"['5s', '8h']","['Ah', '9h']","['7s', '8s']",,,2,2
127,Flop,1,-2002,2002,CHECK,0,"['5s', '8h']","['Ah', '9h']","['7s', '8s', '2s']",,,100,100
127,Flop,0,-2002,2002,CHECK,0,"['5s', '8h']","['Ah', '9h']","['7s', '8s', '2s']",,,100,100
127,Turn,1,-2002,2002,CHECK,0,"['5s', '8h']","['Ah', '9h']","['7s', '8s', '2s', '4d']",,,100,100
127,Turn,0,-2002,2002,CHECK,0,"['5s', '8h']","['Ah', '9h']","['7s', '8s', '2s', '4d']",,,100,100
127,River,1,-2002,2002,CHECK,0,"['5s', '8h']","['Ah', '9h']","['7s', '8s', '2s', '4d', '7d']",,,100,100
127,River,0,-2002,2002,CHECK,0,"['5s', '8h']","['Ah', '9h']","['7s', '8s', '2s', '4d', '7d']",,,100,100
128,Pre-Flop,0,-1902,1902,RAISE,98,"['2s', '5h']","['As', '7s']","['9d', '2d']",,,1,1
128,Pre-Flop,1,-1902,1902,CALL,0,"['2s', '5h']","['As', '7s']","['9d', '2d']",,,2,2
128,Flop,0,-1902,1902,CHECK,0,"['2s', '5h']","['As', '7s']","['9d', '2d', '3d']",,,100,100
128,Flop,1,-1902,1902,CHECK,0,"['2s', '5h']","['As', '7s']","['9d', '2d', '3d']",,,100,100
128,Turn,0,-1902,1902,CHECK,0,"['2s', '5h']","['As', '7s']","['9d', '2d', '3d', '9h']",,,100,100
128,Turn,1,-1902,1902,CHECK,0,"['2s', '5h']","['As', '7s']","['9d', '2d', '3d', '9h']",,,100,100
128,River,0,-1902,1902,CHECK,0,"['2s', '5h']","['As', '7s']","['9d', '2d', '3d', '9h', '8d']",,,100,100
128,River,1,-1902,1902,CHECK,0,"['2s', '5h']","['As', '7s']","['9d', '2d', '3d', '9h', '8d']",,,100,100
129,Pre-Flop,1,-1802,1802,CALL,0,"['2h', '4h']","['3h', 'Ad']","['8s', '5d']",,,1,1
129,Pre-Flop,0,-1802,1802,RAISE,98,"['2h', '4h']","['3h', 'Ad']","['8s', '5d']",,,2,2
